pair_id,num_layers,Cosine_Similarity,Layerwise_Distance,Attention_Entropy_Delta,CKA_Similarity,Subspace_Similarity,Cosine_Mean,Distance_Mean,Entropy_Mean,CKA_Mean,Subspace_Mean
CC-047,25,"[0.403938889503479, 0.2521868348121643, 0.23145818710327148, 0.11202692985534668, 0.1233450174331665, 0.1450059413909912, 0.15898287296295166, 0.18383395671844482, 0.2097792625427246, 0.23088788986206055, 0.2493739128112793, 0.2686191201210022, 0.29017162322998047, 0.3073592782020569, 0.32546597719192505, 0.3468014597892761, 0.376159131526947, 0.4213176965713501, 0.4588407278060913, 0.49101102352142334, 0.5111886858940125, 0.5459442138671875, 0.5928531289100647, 0.5886029303073883, 0.8266648054122925]","[0.6884658336639404, 7.315232753753662, 9.643081665039062, 12.017352104187012, 14.274680137634277, 16.755844116210938, 18.894121170043945, 21.243318557739258, 23.48033332824707, 25.46455955505371, 27.395532608032227, 29.570457458496094, 31.90962791442871, 34.52831268310547, 36.60312271118164, 39.93804931640625, 44.256248474121094, 50.51309585571289, 58.088706970214844, 65.94963836669922, 72.97074890136719, 83.72789001464844, 98.193115234375, 117.35771179199219, 350.7010498046875]","[0.0010900497436523438, 0.0010633468627929688, 0.0031099319458007812, 7.43865966796875e-05, 0.004299163818359375, 0.009613037109375, 0.0032262802124023438, 0.004749298095703125, 0.0064678192138671875, 0.006060600280761719, 0.008105278015136719, 0.009125709533691406, 0.007672309875488281, 0.00736236572265625, 0.0071926116943359375, 0.0050525665283203125, 0.004726409912109375, 0.00121307373046875, 0.005176544189453125, 0.008066177368164062, 0.011322021484375, 0.012152671813964844, 0.014682769775390625, 0.02256488800048828, 0.02166271209716797]","[0.22120796499040352, 0.019898599984352394, 0.008498991672201361, 0.0011738492724698846, 0.00124444952070224, 0.0019068157526763718, 0.0019618078178043064, 0.0038759144179270066, 0.005695970716548926, 0.006171970846554964, 0.009314186609759245, 0.010243001529671503, 0.011900775002017916, 0.015465790606700613, 0.01725949837066565, 0.02273868753619357, 0.03283836024609399, 0.053089168428331446, 0.09205013476263202, 0.14710932576493096, 0.20730837403568037, 0.3597282486412007, 0.6612044164439982, 0.8909300635748651, 0.9500923254014794]","[0.8585955202579498, 0.9173645079135895, 0.8891647160053253, 0.8946482092142105, 0.9286224842071533, 0.9236170053482056, 0.9173260852694511, 0.8991825580596924, 0.876547247171402, 0.8701948523521423, 0.8425737023353577, 0.8627389967441559, 0.8706420063972473, 0.8764526098966599, 0.8891283050179482, 0.8963509351015091, 0.8897058069705963, 0.9153658226132393, 0.9381590783596039, 0.9490873590111732, 0.9584075286984444, 0.9542591869831085, 0.9519459828734398, 0.948427103459835, 0.9603025056421757]",0.34607277989387514,51.65921189308167,0.0074332809448242184,0.15011634767783444,0.9071524046361447
CC-048,25,"[0.40146487951278687, 0.24639129638671875, 0.22677850723266602, 0.11379677057266235, 0.12656253576278687, 0.14885151386260986, 0.16135847568511963, 0.1882789134979248, 0.21303606033325195, 0.23552191257476807, 0.2584652304649353, 0.2763628363609314, 0.3031731843948364, 0.3218538761138916, 0.34472280740737915, 0.37827253341674805, 0.417529821395874, 0.45934998989105225, 0.4919484257698059, 0.5247070789337158, 0.5483267605304718, 0.5753850936889648, 0.6115149557590485, 0.6105560064315796, 0.8606334924697876]","[0.6899397373199463, 7.431159496307373, 9.785993576049805, 12.38174819946289, 14.772947311401367, 17.378923416137695, 19.454387664794922, 21.9777889251709, 24.159229278564453, 26.095623016357422, 28.374794006347656, 30.443269729614258, 33.046348571777344, 35.82555389404297, 38.171539306640625, 42.231590270996094, 47.39263916015625, 53.863243103027344, 61.437896728515625, 69.08758544921875, 76.78840637207031, 87.04163360595703, 100.80988311767578, 117.14875793457031, 341.22802734375]","[0.0011396408081054688, 0.0001430511474609375, 0.00046253204345703125, 0.0060138702392578125, 0.0009021759033203125, 0.005446434020996094, 0.0020895004272460938, 0.0033845901489257812, 0.00215911865234375, 0.0010089874267578125, 0.0002002716064453125, 0.0027751922607421875, 0.0011663436889648438, 0.00533294677734375, 0.009631156921386719, 0.008301734924316406, 0.008908271789550781, 0.008386611938476562, 0.009647369384765625, 0.010385513305664062, 0.011574745178222656, 0.014688491821289062, 0.0202178955078125, 0.0258941650390625, 0.030638694763183594]","[0.1992039484360696, 0.015476393594601512, 0.006116237192773988, 0.0008128052156889387, 0.0009393911867385807, 0.001522650401385106, 0.0015101795885572589, 0.002082974886610023, 0.002874708724693531, 0.0034790799819029994, 0.004485745955441156, 0.005221867745118569, 0.006839280432311079, 0.008856787638498398, 0.010199595519932103, 0.013659211113960068, 0.02120080604589425, 0.03656883288951451, 0.06970607308864296, 0.11557617536965192, 0.1700143695208841, 0.2832821663115239, 0.5571351327005936, 0.8390311818464671, 0.9380479883937881]","[0.8311206847429276, 0.9456421844661236, 0.8863198608160019, 0.8356901854276657, 0.7895176708698273, 0.7932782769203186, 0.8245258033275604, 0.8523645251989365, 0.8601958453655243, 0.8667943328619003, 0.8663188517093658, 0.8576707392930984, 0.8863836824893951, 0.8847495317459106, 0.8868248760700226, 0.89153191447258, 0.9268842339515686, 0.9548510648310184, 0.9666096493601799, 0.9618808813393116, 0.9625751785933971, 0.962364736944437, 0.9649758413434029, 0.9596812017261982, 1.0071551911532879]",0.3617937183380127,52.680756368637084,0.007619972229003906,0.13255374335124973,0.8970362778007984
CC-049,25,"[0.41732341051101685, 0.28321850299835205, 0.2522541880607605, 0.12155324220657349, 0.1318516731262207, 0.15483272075653076, 0.1633622646331787, 0.1876543164253235, 0.21134662628173828, 0.23487305641174316, 0.25828713178634644, 0.27730053663253784, 0.30029040575027466, 0.31983810663223267, 0.34068143367767334, 0.36789512634277344, 0.4009740352630615, 0.43915438652038574, 0.4702264666557312, 0.4987996816635132, 0.5221589803695679, 0.5615782141685486, 0.6124536693096161, 0.6542826592922211, 0.8196629881858826]","[0.7093051671981812, 8.138798713684082, 10.511519432067871, 12.890655517578125, 15.240528106689453, 17.933345794677734, 19.79358673095703, 22.201086044311523, 24.331560134887695, 26.39256477355957, 28.64734649658203, 30.806949615478516, 33.16455078125, 36.00444030761719, 38.41630172729492, 42.1051025390625, 47.16912078857422, 53.358421325683594, 60.72937774658203, 68.37802124023438, 76.62242126464844, 87.72059631347656, 102.7969970703125, 126.03759765625, 354.2972717285156]","[0.0009508132934570312, 0.006885528564453125, 0.004294395446777344, 0.008790016174316406, 0.010114669799804688, 0.011286735534667969, 0.013541221618652344, 0.010220527648925781, 0.0101318359375, 0.011289596557617188, 0.008399009704589844, 0.0069675445556640625, 0.00600433349609375, 0.006039619445800781, 0.008534431457519531, 0.009568214416503906, 0.012218475341796875, 0.01221466064453125, 0.01214599609375, 0.011468887329101562, 0.010424613952636719, 0.008990287780761719, 0.0073146820068359375, 0.004414558410644531, 0.0049762725830078125]","[0.2650821233003048, 0.016018447556193305, 0.006782413052474623, 0.0009713507878925665, 0.0011848197878632227, 0.0016469198454569511, 0.0018047705678363446, 0.0027838807052695813, 0.0027587014467740367, 0.0037932639344008257, 0.004707468413850391, 0.006016036177745598, 0.008161041490334475, 0.011206120410453324, 0.013304832517490595, 0.01861368971270172, 0.027405088666603628, 0.0441772187739885, 0.07616555676690895, 0.12414770327010327, 0.18683157264482453, 0.3268700361061416, 0.6006949835257154, 0.8605792805202621, 0.935229605537196]","[0.7148942649364471, 0.9390371069312096, 0.8680940568447113, 0.8443678021430969, 0.852763831615448, 0.8431628346443176, 0.8604501932859421, 0.8277745991945267, 0.8879531174898148, 0.8930734843015671, 0.8933451771736145, 0.9079451337456703, 0.9187696054577827, 0.9314156025648117, 0.9199575334787369, 0.9063749611377716, 0.9011441618204117, 0.8893884569406509, 0.8846315070986748, 0.8958381861448288, 0.896028108894825, 0.9060773923993111, 0.9112420603632927, 0.9125186428427696, 0.903177060186863]",0.36007415294647216,53.77589868068695,0.008687477111816406,0.14187747702075146,0.8843769952654839
CC-050,25,"[0.39398717880249023, 0.24699950218200684, 0.22731459140777588, 0.11397892236709595, 0.12874794006347656, 0.15198469161987305, 0.16344165802001953, 0.18938589096069336, 0.21339792013168335, 0.23881447315216064, 0.25710201263427734, 0.27358174324035645, 0.29726630449295044, 0.3159821033477783, 0.33499205112457275, 0.3594529628753662, 0.39203381538391113, 0.43039369583129883, 0.45806634426116943, 0.48889094591140747, 0.5070028305053711, 0.5335753560066223, 0.5574365854263306, 0.5706115961074829, 0.7287697494029999]","[0.671893298625946, 7.317784309387207, 9.678531646728516, 12.288759231567383, 14.83252239227295, 17.496803283691406, 19.5362548828125, 22.03897476196289, 24.21112060546875, 26.37841033935547, 28.23067283630371, 30.149503707885742, 32.65517044067383, 35.42548370361328, 37.57276916503906, 41.24504470825195, 45.97762680053711, 52.14173126220703, 59.24459457397461, 66.3508529663086, 73.39353942871094, 82.79862976074219, 94.65032958984375, 109.92185974121094, 323.6925354003906]","[0.00027561187744140625, 0.005888938903808594, 0.002941131591796875, 0.003284454345703125, 0.0046710968017578125, 0.0028076171875, 0.0026578903198242188, 0.0022001266479492188, 0.0028963088989257812, 0.0025854110717773438, 0.0030279159545898438, 0.0027866363525390625, 0.0017042160034179688, 0.0010919570922851562, 0.0001735687255859375, 0.0006732940673828125, 0.0016965866088867188, 0.0003414154052734375, 0.000186920166015625, 0.000507354736328125, 0.0001220703125, 0.0023097991943359375, 0.0039539337158203125, 0.009370803833007812, 0.01306915283203125]","[0.17937970316127216, 0.014586921506866246, 0.0063588725244067, 0.0008593080724036417, 0.0010478257540547098, 0.0017166832923036779, 0.0016570884263427121, 0.0025199422481324563, 0.003489316075865778, 0.005398238478227846, 0.006790507577182581, 0.009130907270734623, 0.011450791735717836, 0.014509740072333965, 0.015913603752474526, 0.018479759839926224, 0.023287126023972093, 0.03526483731710317, 0.05765310792483391, 0.0910440936361373, 0.1365666304503761, 0.24374181922577942, 0.5197004057300361, 0.8256857756855911, 0.9525474504546545]","[0.7672678530216217, 0.9737497474998236, 0.8894602581858635, 0.8766611889004707, 0.8451835513114929, 0.8532943874597549, 0.8909085914492607, 0.8701184689998627, 0.8762441053986549, 0.8759622722864151, 0.8661174327135086, 0.8803222551941872, 0.8770306557416916, 0.882623478770256, 0.8748530596494675, 0.8778061866760254, 0.8726840317249298, 0.8686900436878204, 0.865806370973587, 0.868135392665863, 0.8713882714509964, 0.8723125904798508, 0.8678169548511505, 0.8645457178354263, 0.881298117339611]",0.3429284346103668,50.716055953502654,0.002848968505859375,0.12715121824946918,0.8724112393707038
CC-051,25,"[0.40036892890930176, 0.26172471046447754, 0.23344194889068604, 0.11527705192565918, 0.12919831275939941, 0.1533111333847046, 0.1692395806312561, 0.1966087818145752, 0.22008246183395386, 0.24231529235839844, 0.26297491788864136, 0.2782859206199646, 0.30273908376693726, 0.31717514991760254, 0.3371948003768921, 0.363472044467926, 0.4012308716773987, 0.43848204612731934, 0.4737481474876404, 0.5022621154785156, 0.51604825258255, 0.5346073508262634, 0.5576202273368835, 0.5389202237129211, 0.7256209254264832]","[0.6853070259094238, 7.215821743011475, 9.452987670898438, 12.03091812133789, 14.426643371582031, 17.054061889648438, 19.306922912597656, 21.916343688964844, 23.91643524169922, 25.854869842529297, 27.930526733398438, 29.83934211730957, 32.39996337890625, 34.915977478027344, 37.31910705566406, 41.057884216308594, 46.12176513671875, 52.35175323486328, 60.049049377441406, 67.0974349975586, 74.51103210449219, 83.6134262084961, 96.45909881591797, 112.64077758789062, 318.9866943359375]","[0.000812530517578125, 0.00027370452880859375, 0.0005121231079101562, 0.0035114288330078125, 0.0036468505859375, 0.0038690567016601562, 0.00772857666015625, 0.006878852844238281, 0.006108283996582031, 0.005982398986816406, 0.0047245025634765625, 0.005503654479980469, 0.0037689208984375, 0.0029048919677734375, 0.0019989013671875, 0.0023813247680664062, 0.0014390945434570312, 0.0035676956176757812, 0.003253936767578125, 0.003101348876953125, 0.0013875961303710938, 0.0007801055908203125, 0.0012845993041992188, 0.0027561187744140625, 0.005665779113769531]","[0.19430742582581928, 0.024936195816314455, 0.0082013301414392, 0.0009478019638972102, 0.0010131643093150844, 0.0015081929299857189, 0.0016030147277180662, 0.0023059352743313166, 0.0029885836635275, 0.0037646838070621857, 0.0048283000837199275, 0.005793011388648739, 0.007566569082707253, 0.010580194747422333, 0.01406105046219741, 0.02116352201194105, 0.03554453046045947, 0.06282795526055096, 0.11739582709351437, 0.17727072056025162, 0.2421948729183412, 0.3539853703383403, 0.6408396400304186, 0.877502359416688, 0.9606322111905913]","[0.7930878698825836, 0.9220458418130875, 0.8755737394094467, 0.8721320331096649, 0.8747061491012573, 0.8858549520373344, 0.9044621735811234, 0.8896819353103638, 0.8920936286449432, 0.9044349491596222, 0.8877407610416412, 0.929983951151371, 0.9248822405934334, 0.9331020414829254, 0.9165248647332191, 0.9222149327397346, 0.9133862257003784, 0.9210121631622314, 0.9093013852834702, 0.9117749780416489, 0.9014294221997261, 0.9002662971615791, 0.8997047990560532, 0.9020205959677696, 0.9203085377812386]",0.34687801122665407,50.686165771484376,0.0033536911010742187,0.15095049854020812,0.9003090587258339
CC-052,25,"[0.4143838882446289, 0.2802830934524536, 0.24844276905059814, 0.11941629648208618, 0.1306738257408142, 0.15256619453430176, 0.1773166060447693, 0.21667420864105225, 0.24727648496627808, 0.2639505863189697, 0.28715604543685913, 0.3015426993370056, 0.32344573736190796, 0.34466999769210815, 0.3617398738861084, 0.3909205198287964, 0.4210275411605835, 0.45451897382736206, 0.4886806011199951, 0.5220519006252289, 0.5419225990772247, 0.5652069449424744, 0.5960502326488495, 0.5884023308753967, 0.8483545184135437]","[0.7054461240768433, 7.539685249328613, 9.823644638061523, 12.278482437133789, 14.49616813659668, 16.94594383239746, 19.734973907470703, 22.866708755493164, 25.114288330078125, 26.86849594116211, 28.99863052368164, 30.965347290039062, 33.34154510498047, 36.16114044189453, 38.17363739013672, 42.15587615966797, 46.48652648925781, 52.12495422363281, 59.43427658081055, 67.07642364501953, 74.69822692871094, 84.74629211425781, 97.88329315185547, 114.56395721435547, 347.99822998046875]","[0.0002231597900390625, 0.014696121215820312, 0.00628662109375, 0.0030231475830078125, 0.00260162353515625, 0.0010747909545898438, 0.00036525726318359375, 0.001827239990234375, 0.0021810531616210938, 0.0026388168334960938, 0.0020170211791992188, 0.0015897750854492188, 0.0025568008422851562, 0.0045013427734375, 0.0034742355346679688, 0.0036449432373046875, 0.004123687744140625, 0.004437446594238281, 0.004815101623535156, 0.005466461181640625, 0.004801750183105469, 0.004047393798828125, 0.0034055709838867188, 0.004010200500488281, 0.0126190185546875]","[0.27267613572206606, 0.03174472301192488, 0.010891962613700512, 0.0013038068890481869, 0.001353960687011213, 0.0019390033668191808, 0.0026526209482024, 0.010213406160525684, 0.017059462540407133, 0.014831802150618523, 0.022723620613897766, 0.023150476850346657, 0.02498551833924667, 0.033511071032046424, 0.03337155407575487, 0.044414417162161435, 0.052346651620688744, 0.06699848534649833, 0.10029358824000711, 0.15237658301233747, 0.2108585804675316, 0.3395176838082328, 0.6128012781522918, 0.8612054029748204, 0.9517832323595159]","[0.8794452100992203, 0.9821656756103039, 0.9343520402908325, 0.9019747599959373, 0.890792615711689, 0.8743645697832108, 0.9480896592140198, 0.9279975816607475, 0.9352896511554718, 0.9440129026770592, 0.9441347718238831, 0.9493490532040596, 0.95619947463274, 0.953903004527092, 0.9512726366519928, 0.9628625512123108, 0.9646628610789776, 0.9738460555672646, 0.9729542192071676, 0.9653556570410728, 0.9584634564816952, 0.9658315256237984, 0.9715981520712376, 0.9691520035266876, 0.9831627160310745]",0.37146697878837587,52.44728778362274,0.0040171432495117185,0.15580020112582807,0.9464493121951818
CC-053,25,"[0.3940157890319824, 0.251279354095459, 0.23276376724243164, 0.11559265851974487, 0.12798845767974854, 0.15216386318206787, 0.16498500108718872, 0.19056421518325806, 0.21950024366378784, 0.2428520917892456, 0.26615387201309204, 0.28367024660110474, 0.3094022274017334, 0.3266615867614746, 0.34626567363739014, 0.3748120069503784, 0.41004478931427, 0.44291436672210693, 0.4743519425392151, 0.501833975315094, 0.52101069688797, 0.5428228378295898, 0.5777066946029663, 0.5758407115936279, 0.7745498269796371]","[0.6732842326164246, 7.122117042541504, 9.434688568115234, 11.951135635375977, 14.20911979675293, 16.805618286132812, 18.866863250732422, 21.262672424316406, 23.71249008178711, 25.6553955078125, 27.859455108642578, 29.949682235717773, 32.58335876464844, 35.264739990234375, 37.671974182128906, 41.65907669067383, 46.66048049926758, 52.71754837036133, 60.5123291015625, 67.93944549560547, 75.39796447753906, 85.07740783691406, 99.38724517822266, 117.64530944824219, 334.3919677734375]","[0.0010843276977539062, 0.012592315673828125, 0.008017539978027344, 0.0041408538818359375, 0.0021581649780273438, 0.0004863739013671875, 0.003917694091796875, 0.0047130584716796875, 0.006974220275878906, 0.0058135986328125, 0.0058746337890625, 0.0049762725830078125, 0.0035858154296875, 0.0022907257080078125, 0.000583648681640625, 0.001285552978515625, 8.869171142578125e-05, 0.0011157989501953125, 0.000946044921875, 0.0008802413940429688, 0.0016345977783203125, 0.004776954650878906, 0.007012367248535156, 0.012859344482421875, 0.00510406494140625]","[0.19263194902679626, 0.01726630228771242, 0.006778321857394354, 0.0009231129895692636, 0.0010274220409850487, 0.0016733882716658544, 0.0016344709057273255, 0.0024373704030021814, 0.004001811235212038, 0.005020775282755907, 0.006917762929893878, 0.008279695553856103, 0.010182495013941528, 0.013523898502466492, 0.017127809745805744, 0.025618884176048184, 0.037705896922407445, 0.058036946945821954, 0.11077521286443825, 0.17385765573100376, 0.2346438116591597, 0.34556781426460614, 0.6326749153107476, 0.8487094145526644, 0.9397471222725057]","[0.7483817934989929, 0.825287714600563, 0.810278594493866, 0.8175213634967804, 0.795730859041214, 0.8268557786941528, 0.8421783149242401, 0.8723184168338776, 0.8886218816041946, 0.8877554461359978, 0.8901931196451187, 0.8920757248997688, 0.9097721055150032, 0.9078158736228943, 0.8910297378897667, 0.8873601257801056, 0.8952955976128578, 0.8939321264624596, 0.893028050661087, 0.8894461095333099, 0.8879320621490479, 0.8851250931620598, 0.8839982151985168, 0.8843450918793678, 0.9291498735547066]",0.3527898758649826,51.77645479917526,0.00411651611328125,0.1478705704298475,0.869417162835598
CC-054,25,"[0.37872570753097534, 0.25609922409057617, 0.23223769664764404, 0.11262530088424683, 0.12301123142242432, 0.1430741548538208, 0.15647661685943604, 0.17886972427368164, 0.20696943998336792, 0.22843033075332642, 0.24878090620040894, 0.2670750021934509, 0.2891281247138977, 0.30295443534851074, 0.32173824310302734, 0.345322847366333, 0.37737107276916504, 0.41060352325439453, 0.43783634901046753, 0.4614964723587036, 0.4804303050041199, 0.5086705386638641, 0.5424414277076721, 0.5253907442092896, 0.7249334156513214]","[0.6591825485229492, 7.264225959777832, 9.50469970703125, 11.823341369628906, 13.949511528015137, 16.315824508666992, 18.366127014160156, 20.610336303710938, 23.010589599609375, 24.88573455810547, 27.016948699951172, 29.115203857421875, 31.535846710205078, 34.00387191772461, 36.29948425292969, 39.92230987548828, 44.4858283996582, 50.193023681640625, 57.535282135009766, 64.66566467285156, 72.00572204589844, 82.31018829345703, 96.14217376708984, 113.16368103027344, 319.3251953125]","[6.580352783203125e-05, 0.03478050231933594, 0.030214309692382812, 0.022113800048828125, 0.01842975616455078, 0.016332626342773438, 0.007124900817871094, 0.00444793701171875, 2.574920654296875e-05, 0.0006237030029296875, 0.0001430511474609375, 0.0036935806274414062, 0.0012178421020507812, 0.00026416778564453125, 0.00014209747314453125, 0.00027561187744140625, 0.001590728759765625, 0.0026845932006835938, 0.00321197509765625, 0.001056671142578125, 0.0032339096069335938, 0.006583213806152344, 0.00628662109375, 0.010951042175292969, 0.001251220703125]","[0.19760625124770637, 0.01873266670567908, 0.007467664497843529, 0.0009463928936092048, 0.0010577959895110567, 0.0016569392495480173, 0.0015791948225554187, 0.0024748847127818996, 0.004148399422301607, 0.0044880476131633484, 0.006480613576774541, 0.007629697567996474, 0.009225254956517048, 0.011836796448967513, 0.014561144418404393, 0.020550735150758115, 0.030850694529597322, 0.047533178715389535, 0.08391009852289089, 0.1294821351733122, 0.1893700128446102, 0.3309077025015684, 0.6396515617489866, 0.8651186052015466, 0.950874394158928]","[0.7157469093799591, 0.8924861177802086, 0.8571838438510895, 0.7952475845813751, 0.7365745604038239, 0.694049596786499, 0.7217908799648285, 0.7191781103610992, 0.731553703546524, 0.7373579740524292, 0.7169069647789001, 0.7404994964599609, 0.735565721988678, 0.7336333394050598, 0.7099920511245728, 0.7103461027145386, 0.7229865193367004, 0.7314214408397675, 0.7434437274932861, 0.7444939613342285, 0.7513937056064606, 0.7573700249195099, 0.7509900629520416, 0.7473815679550171, 0.7723304480314255]",0.33042771339416505,49.76439990997314,0.0070698165893554685,0.1431256345068379,0.7467969766259194
CC-055,25,"[0.41398513317108154, 0.30934786796569824, 0.280833899974823, 0.13871705532073975, 0.15178650617599487, 0.17650699615478516, 0.18996989727020264, 0.2193840742111206, 0.24587589502334595, 0.2692192792892456, 0.2890392541885376, 0.3072167634963989, 0.3291438817977905, 0.3463360667228699, 0.3640526533126831, 0.3936944603919983, 0.42780911922454834, 0.4676281213760376, 0.5059743821620941, 0.535888671875, 0.5557987987995148, 0.5985784232616425, 0.6583393216133118, 0.660593718290329, 0.9077972918748856]","[0.7145369052886963, 8.360527992248535, 10.941665649414062, 13.54153060913086, 16.00212860107422, 18.66767120361328, 20.830211639404297, 23.524944305419922, 25.8410587310791, 27.831893920898438, 29.91689682006836, 32.060081481933594, 34.493499755859375, 37.07563781738281, 39.299766540527344, 43.2408447265625, 48.510536193847656, 54.86381530761719, 62.80964279174805, 70.72911834716797, 78.74442291259766, 90.44747924804688, 107.72267150878906, 128.35281372070312, 356.40997314453125]","[0.0007066726684570312, 0.02044391632080078, 0.016511917114257812, 0.010560035705566406, 0.0052623748779296875, 0.00196075439453125, 6.103515625e-05, 0.001922607421875, 0.004788398742675781, 0.0035161972045898438, 0.0041294097900390625, 0.0022182464599609375, 0.003696441650390625, 0.0037946701049804688, 0.004822731018066406, 0.008213043212890625, 0.01081085205078125, 0.009573936462402344, 0.008188247680664062, 0.006716728210449219, 0.005215644836425781, 0.004050254821777344, 0.0033206939697265625, 0.0004425048828125, 0.007784843444824219]","[0.2019001981068841, 0.022669638065198394, 0.009519573613498311, 0.0010762215201630676, 0.0013069104400250664, 0.001895388491680805, 0.0022869570631806058, 0.003242828037283152, 0.004478356907855252, 0.006115262631749663, 0.008037767585690303, 0.008832215871018678, 0.01102362229360243, 0.013386317121980351, 0.01597934715010707, 0.02487780736587164, 0.040190560436249356, 0.06834294183331158, 0.11518577015052145, 0.17211023450778262, 0.2360375245951163, 0.3643024970437998, 0.6296683481420065, 0.8264615890038911, 0.9181646311483452]","[0.6938194632530212, 0.9707981962710619, 0.9195894002914429, 0.9087433144450188, 0.9042086899280548, 0.9354960694909096, 0.9550012499094009, 0.9794089235365391, 0.9613226614892483, 0.951348789036274, 0.9453785829246044, 0.9433710798621178, 0.9398352541029453, 0.9381685741245747, 0.9124633371829987, 0.8998979926109314, 0.8816212564706802, 0.8718931078910828, 0.8717587888240814, 0.873312458395958, 0.8721790760755539, 0.8741918057203293, 0.8823579028248787, 0.8882136195898056, 0.8912510722875595]",0.38974070131778715,55.23733479499817,0.005948486328125,0.1482837003650725,0.9066252266615629
CC-056,25,"[0.39871472120285034, 0.27279388904571533, 0.23893797397613525, 0.11295777559280396, 0.12442272901535034, 0.14691829681396484, 0.1617681384086609, 0.19097143411636353, 0.2193024754524231, 0.2391211986541748, 0.25817763805389404, 0.27367663383483887, 0.29559946060180664, 0.3099708557128906, 0.32768887281417847, 0.3533579111099243, 0.3889530301094055, 0.42989659309387207, 0.4676666855812073, 0.5010379552841187, 0.5217493772506714, 0.5497328341007233, 0.5900797843933105, 0.5757272839546204, 0.8400352895259857]","[0.6846998929977417, 7.369476318359375, 9.51692008972168, 11.78683090209961, 14.07581901550293, 16.590137481689453, 18.76999855041504, 21.324867248535156, 23.560501098632812, 25.443153381347656, 27.389633178710938, 29.354297637939453, 31.706018447875977, 34.21848678588867, 36.313316345214844, 39.95273971557617, 44.68998718261719, 51.091773986816406, 58.97508239746094, 66.62071228027344, 74.39892578125, 84.30325317382812, 98.41297149658203, 116.3096923828125, 336.8927001953125]","[0.0007572174072265625, 0.012813568115234375, 0.009299278259277344, 0.0036869049072265625, 0.005129814147949219, 0.008710861206054688, 0.012412071228027344, 0.01743602752685547, 0.01642894744873047, 0.01677227020263672, 0.01439666748046875, 0.014204025268554688, 0.0117034912109375, 0.009450912475585938, 0.010288238525390625, 0.011609077453613281, 0.0133056640625, 0.009033203125, 0.005757331848144531, 0.0026330947875976562, 0.0012445449829101562, 3.910064697265625e-05, 1.049041748046875e-05, 0.0019054412841796875, 0.00013828277587890625]","[0.2261083588390167, 0.04015501915806907, 0.012099203088707156, 0.0012062682135451919, 0.0012871256333125691, 0.0018040544938523473, 0.0020445000959056214, 0.005180050334175346, 0.008181631863544925, 0.007769190970802753, 0.010650966407844242, 0.01090545060734982, 0.012291599064120251, 0.015525091066271313, 0.017263615577064018, 0.025716840217030468, 0.03958593605157146, 0.0687025574432032, 0.1246242209574272, 0.19066017551243541, 0.26150824712486687, 0.38295328142462826, 0.6508877131588753, 0.8824137971961151, 0.9560012596715651]","[0.8046214580535889, 0.9136110916733742, 0.8734433501958847, 0.8340558707714081, 0.8354036808013916, 0.8517884612083435, 0.8789332360029221, 0.8783699721097946, 0.882539913058281, 0.8745984733104706, 0.8597205430269241, 0.8770690485835075, 0.8891555666923523, 0.879084587097168, 0.8651472181081772, 0.8485424220561981, 0.8510851860046387, 0.8688119649887085, 0.8697769343852997, 0.8722511380910873, 0.873011127114296, 0.8802689164876938, 0.8854773491621017, 0.882599726319313, 0.9124989658594131]",0.3515703535079956,51.19007979869843,0.008366661071777344,0.158221046166852,0.8696746480464935
